index,year,statesuperintendency,agency,reservation,school,school_type,students_enrollment,avg_attendance,num_students,school_capacity
20902,1918,Oklahoma,Osage Superintendency ,,St. Louis's Contract Mission boarding,boarding,19,11,,75
20903,1918,Oklahoma,,,Otoe Reservation boarding,boarding,90,79,,80
20904,1918,Oklahoma,,,Pawnee Reservation Boarding,boarding,59,52,,100
20905,1918,Oklahoma,,,Ponca Reservation Boarding,boarding,103,77,,90
20906,1918,Oklahoma,Seger Superintendency ,,Seger Reservation boarding,boarding,98,88,,79
20907,1918,Oklahoma,Seger Superintendency ,,Red Moon Day ,day,14,11,,65
20908,1918,Oklahoma,Seneca Superintendency ,,Seneca Day,day,139,110,,100
20909,1918,Oklahoma,Seneca Superintendency ,,St. Mary's Contract Mission boarding,boarding,44,38,,50
20910,1918,Oklahoma,Shawnee Superintendency ,,Shawnee Reservation Boarding,boarding,138,91,,110
20911,1918,Oklahoma,Shawnee Superintendency ,,Sacred Heart (St. Benedict's) Mission boarding,boarding,50,30,,100
20912,1918,Oklahoma,Shawnee Superintendency ,,Sacred Heart (St. Mary's) Mission boarding,boarding,62,56,,100
20913,1918,Oklahoma,Five Civilized Tribes (Cherokee Nation) ,,Cherokee Orphan School Triabl Boarding,boarding,174,131,,160
20914,1918,Oklahoma,Five Civilized Tribes (Creek Nation) ,,Euchee Tribal Boarding,boarding,130,106,,100
20915,1918,Oklahoma,Five Civilized Tribes (Creek Nation) ,,Eufaula Tribal Boarding,boarding,136,108,,112
20916,1918,Oklahoma,Five Civilized Tribes (Creek Nation) ,,Nuyaka Tribal Boarding,boarding,126,90,,115
20917,1918,Oklahoma,Five Civilized Tribes (Chickasaw Nation),,Bloomfield Tribal Boarding,boarding,116,67,,80
20918,1918,Oklahoma,Five Civilized Tribes (Chickasaw Nation),,El Meta Bond College Contract Private Boarding,boarding,44,28,,35
20919,1918,Oklahoma,Five Civilized Tribes (Choctaw Nation),,Armstrong Male Academy Tribal Boarding,boarding,129,81,,100
20920,1918,Oklahoma,Five Civilized Tribes (Choctaw Nation),,Jones Male Academy Tribal Boarding,boarding,123,86,,100
20921,1918,Oklahoma,Five Civilized Tribes (Choctaw Nation),,Tuskahoma Academy Tribal Boarding,boarding,123,99,,110
20922,1918,Oklahoma,Five Civilized Tribes (Choctaw Nation),,Wheelock Academy Tribal Boarding,boarding,118,89,,100
20923,1918,Oklahoma,Five Civilized Tribes (Choctaw Nation),,Old Goodland Contract Mission Boarding,boarding,101,72,,80
20924,1918,Oklahoma,Five Civilized Tribes (Choctaw Nation),,St. Agnes Contract Mission boarding,boarding,59,46,,40
20925,1918,Oklahoma,Five Civilized Tribes (Chickasaw and Choctaw Nations),,Murray School of Agriculture Contract Private Boarding,boarding,96,49,,150
20926,1918,Oklahoma,Five Civilized Tribes (Chickasaw and Choctaw Nations),,Oklahoma Presbyterian College Contract Mission Boarding,boarding,54,36,,50
20927,1918,Oklahoma,Five Civilized Tribes (Chickasaw and Choctaw Nations),,St. Agenes Academy Contract Mission boarding,boarding,192,126,,160
20928,1918,Oklahoma,Five Civilized Tribes (Chickasaw and Choctaw Nations),,St. Elizabeth Contract Mission boarding,boarding,68,60,,70
20929,1918,Oklahoma,Five Civilized Tribes (Chickasaw and Choctaw Nations),,St. Joseph's Contract Mission boarding,boarding,23,20,,30
20930,1918,Oklahoma,Five Civilized Tribes (Seminole Nation) ,,Mekusukey Tribal Boarding,boarding,165,97,,100
20931,1918,Oregon,Klamath Superintendency ,,Klamath Reservation boarding,boarding,109,54,,112
20932,1918,Oregon,Klamath Superintendency ,,Modoc Point Day ,day,18,7,,30
20933,1918,Oregon,Klamath Superintendency ,,No. 2 Day ,day,13,6,,30
20934,1918,Oregon,Klamath Superintendency ,,No. 3 Day,day,19,10,,30
20935,1918,Oregon,,,Salem (nonreservation) Boarding,boarding,758,492,,650
20936,1918,Oregon,,,Siletz Day,day,16,7,,50
20937,1918,Oregon,Umatilla Superintendency ,,Umatilla Reservation Boarding,boarding,102,59,,93
20938,1918,Oregon,Umatilla Superintendency ,,St. Andrew's (Kate Drexel) Mission Boarding,boarding,58,47,,150
20939,1918,Oregon,Warm Springs Superintendency ,,Warm Springs Reservation Boarding,boarding,106,80,,100
20940,1918,Oregon,Warm Springs Superintendency ,,Simnasho Day,day,19,11,,30
20941,1918,Pennsylvania,,,Carlisle (nonreservation) Boarding,boarding,789,507,,757
20942,1918,South Dakota,Cheyenne River Superintendency ,,Cheyenne River Reservation boarding,boarding,191,127,,180
20943,1918,South Dakota,Cheyenne River Superintendency ,,No. 8 Day,day,22,14,,20
20944,1918,South Dakota,Crow Creek Superintendency ,,Crow Creek Reservation boarding,boarding,112,63,,82
20945,1918,South Dakota,Crow Creek Superintendency ,,Immaculate Conception Contract Mission boarding,boarding,43,33,,75
20946,1918,South Dakota,,,Flandreau (nonreservation) Boarding,boarding,406,238,,360
20947,1918,South Dakota,,,Lower Brule Reservation Boarding,boarding,105,70,,100
20948,1918,South Dakota,,,Pierre (nonreservation) Boarding,boarding,274,195,,250
20949,1918,South Dakota,Pine Ridge Superintendency ,,Pine Ridge Reservation Boarding,boarding,321,183,,210
20950,1918,South Dakota,Pine Ridge Superintendency ,,No. 1 Day ,day,28,15,,25
20951,1918,South Dakota,Pine Ridge Superintendency ,,No. 4 Day ,day,16,11,,30
20952,1918,South Dakota,Pine Ridge Superintendency ,,No. 5 Day,day,38,26,,30
20953,1918,South Dakota,Pine Ridge Superintendency ,,No. 6 Day,day,27,20,,30
20954,1918,South Dakota,Pine Ridge Superintendency ,,No. 7 Day,day,28,24,,33
20955,1918,South Dakota,Pine Ridge Superintendency ,,No. 9 Day,day,29,15,,30
20956,1918,South Dakota,Pine Ridge Superintendency ,,No. 10 Day,day,21,11,,33
20957,1918,South Dakota,Pine Ridge Superintendency ,,No. 12 Day,day,16,6,,30
20958,1918,South Dakota,Pine Ridge Superintendency ,,No. 13 Day,day,15,7,,24
20959,1918,South Dakota,Pine Ridge Superintendency ,,No. 14 Day,day,22,9,,22
20960,1918,South Dakota,Pine Ridge Superintendency ,,No. 15 Day,day,25,14,,24
20961,1918,South Dakota,Pine Ridge Superintendency ,,No. 16 Day,day,32,11,,36
20962,1918,South Dakota,Pine Ridge Superintendency ,,No. 17 Day,day,24,16,,30
20963,1918,South Dakota,Pine Ridge Superintendency ,,No. 18 Day,day,21,13,,33
20964,1918,South Dakota,Pine Ridge Superintendency ,,No. 19 Day,day,26,11,,30
20965,1918,South Dakota,Pine Ridge Superintendency ,,No. 20 Day,day,19,11,,24
20966,1918,South Dakota,Pine Ridge Superintendency ,,No. 21 Day,day,23,12,,30
20967,1918,South Dakota,Pine Ridge Superintendency ,,No. 22 Day,day,16,7,,27
20968,1918,South Dakota,Pine Ridge Superintendency ,,No. 23 Day,day,14,7,,30
20969,1918,South Dakota,Pine Ridge Superintendency ,,No. 24 Day,day,25,12,,33
20970,1918,South Dakota,Pine Ridge Superintendency ,,No. 25 Day,day,8,5,,30
20971,1918,South Dakota,Pine Ridge Superintendency ,,No. 26 Day,day,24,12,,30
20972,1918,South Dakota,Pine Ridge Superintendency ,,No. 27 Day,day,16,9,,20
20973,1918,South Dakota,Pine Ridge Superintendency ,,No. 28 Day,day,15,10,,23
20974,1918,South Dakota,Pine Ridge Superintendency ,,No. 29 Day,day,16,9,,30
20975,1918,South Dakota,Pine Ridge Superintendency ,,No. 30 Day,day,18,6,,20
20976,1918,South Dakota,Pine Ridge Superintendency ,,Holy Rosary Contract Mission Boarding,boarding,228,206,,240
20977,1918,South Dakota,,,Rapid City (nonreservation) Boarding,boarding,344,200,,300
20978,1918,South Dakota,Rosebud Superintendency ,,Rosebud Reservation Boarding,boarding,268,213,,200
20979,1918,South Dakota,Rosebud Superintendency ,,Blackpipe Day,day,31,13,,20
20980,1918,South Dakota,Rosebud Superintendency ,,Corn Creek Day,day,27,12,,40
20981,1918,South Dakota,Rosebud Superintendency ,,Cut Meat Day,day,22,13,,24
20982,1918,South Dakota,Rosebud Superintendency ,,He Dog's Camp Day ,day,23,19,,27
20983,1918,South Dakota,Rosebud Superintendency ,,Ironwood Day,day,12,9,,24
20984,1918,South Dakota,Rosebud Superintendency ,,Little Crow's Camp Day,day,14,12,,26
20985,1918,South Dakota,Rosebud Superintendency ,,Milk's Camp Day,day,20,13,,29
20986,1918,South Dakota,Rosebud Superintendency ,,Oak Creek Day,day,22,15,,26
20987,1918,South Dakota,Rosebud Superintendency ,,Pine Creek Day,day,25,16,,25
20988,1918,South Dakota,Rosebud Superintendency ,,Red Leaf Day,day,8,6,,23
20989,1918,South Dakota,Rosebud Superintendency ,,Rosebud DAy,day,9,7,,25
20990,1918,South Dakota,Rosebud Superintendency ,,Spring Creek Day,day,17,14,,25
20991,1918,South Dakota,Rosebud Superintendency ,,Upper Cut Meat Day,day,10,8,,21
20992,1918,South Dakota,Rosebud Superintendency ,,Whirlwind Soldier Day,day,19,10,,26
20993,1918,South Dakota,Rosebud Superintendency ,,White Lake Day,day,14,11,,19
20994,1918,South Dakota,Rosebud Superintendency ,,Wood Day,day,18,15,,25
20995,1918,South Dakota,Rosebud Superintendency ,,St. Mary's Mission Boarding,boarding,56,46,,70
20996,1918,South Dakota,Rosebud Superintendency ,,St. Francis's Contract mission Boarding,boarding,360,263,,325
20997,1918,South Dakota,Sisseton Superintendency ,,Sisseton Reservation Boarding,boarding,165,121,,133
20998,1918,South Dakota,Sisseton Superintendency ,,Sisseton Day,day,20,13,,40
20999,1918,South Dakota,,,Springfield Nonreservation Boarding,boarding,69,58,,60
21000,1918,South Dakota,Yankton Superintendency ,,Yankton Reservation Boarding,boarding,140,76,,115
21001,1918,South Dakota,Yankton Superintendency ,,Santee Normal Training,boarding,112,82,,125
21002,1918,Utah,,,Goshute Day,day,,,,30
21003,1918,Utah,,,Shivwits Day,day,18,13,,40
21004,1918,Utah,,,Uintah Reservation Boarding,boarding,105,53,,67
21005,1918,Washington,Colville Superintendency ,,No. 1 Day ,day,12,7,,25
21006,1918,Washington,Colville Superintendency ,,No. 3 Day,day,46,26,,30
21007,1918,Washington,Colville Superintendency ,,No. 4 Day ,day,34,17,,30
21008,1918,Washington,Colville Superintendency ,,No. 5 Day,day,17,9,,30
21009,1918,Washington,Colville Superintendency ,,No. 6 Day,day,7,4,,25
21010,1918,Washington,Colville Superintendency ,,No. 9 Day,day,17,14,,25
21011,1918,Washington,Colville Superintendency ,,Sacred Heart Mission Boarding,boarding,39,22,,90
21012,1918,Washington,Colville Superintendency ,,St. Mary's Mission Boarding,boarding,62,56,,100
21013,1918,Washington,Cushman Superintendency ,,Cushman (nonreservation) Boarding,boarding,557,279,,350
21014,1918,Washington,Cushman Superintendency ,,Chehalis Day,day,,,,30
21015,1918,Washington,Cushman Superintendency ,,Jamestown Day,day,18,13,,30
21016,1918,Washington,Cushman Superintendency ,,Port Gamble Day,day,19,10,,25
21017,1918,Washington,Cushman Superintendency ,,Skokomish Day,day,20,16,,40
21018,1918,Washington,Cushman Superintendency ,,St. George's Mission Boarding,boarding,76,58,,70
21019,1918,Washington,Neah Bay Superintendency ,,Neah Bay Day,day,62,20,,60
21020,1918,Washington,Neah Bay Superintendency ,,Quileute Day,day,40,29,,60
21021,1918,Washington,Spokane Superintendency ,,No. 1 Day ,day,16,10,,33
21022,1918,Washington,Spokane Superintendency ,,No. 2 Day ,day,25,9,,32
21023,1918,Washington,Spokane Superintendency ,,No. 8 Day,day,10,3,,25
21024,1918,Washington,Taholah Superintendency ,,Taholah Day,day,41,29,,36
21025,1918,Washington,Taholah Superintendency ,,Queets River Day,day,5,3,,40
21026,1918,Washington,Tulalip Superintendency ,,Tulalip Reservation Boarding,boarding,262,145,,180
21027,1918,Washington,Tulalip Superintendency ,,Lummi Day,day,28,10,,40
21028,1918,Washington,Tulalip Superintendency ,,Swinomish Day,day,19,14,,30
21029,1918,Washington,,,Yakima Reservation Boarding,boarding,141,41,,131
21030,1918,Wisconsin,Hayward Superintendency ,,Hayward (nonreservation) Boarding,boarding,298,170,,231
21031,1918,Wisconsin,Hayward Superintendency ,,Lac Courte Oreille Day,day,60,42,,74
21032,1918,Wisconsin,Keshena Superintendency ,,Keshena Reservation Boarding,boarding,181,102,,170
21033,1918,Wisconsin,Keshena Superintendency ,,Neopit Day,day,21,11,,80
21034,1918,Wisconsin,Keshena Superintendency ,,St. Joseph's Contract Mission boarding,boarding,253,215,,220
21035,1918,Wisconsin,Keshena Superintendency ,,St. Anthony's Mission Day,day,87,68,,120
21036,1918,Wisconsin,,,Lac du Flambeau Reservation Boarding,boarding,168,131,,160
21037,1918,Wisconsin,La Pointe Superintendency ,,Odanah Mission Day,day,65,50,,490
21038,1918,Wisconsin,La Pointe Superintendency ,,St. Mary's Mission Boarding,boarding,25,25,,200
21039,1918,Wisconsin,Oneida Superintendency ,,Oneida Reservation Boarding,boarding,154,136,,140
21040,1918,Wisconsin,Oneida Superintendency ,,Adventist Mission Day,day,18,18,,25
21041,1918,Wisconsin,Oneida Superintendency ,,Hobart Mission Day,day,16,16,,25
21042,1918,Wisconsin,Red Cliff Superintendency ,,Red Cliff Day,day,29,20,,52
21043,1918,Wisconsin,Red Cliff Superintendency ,,Bayfield (Holy Family) Mission Boarding,boarding,33,33,,65
21044,1918,Wisconsin,,,Tomah (nonreservation) Boarding,boarding,302,206,,275
21045,1918,Wyoming,Shoshone Superintendency ,,Shoshone Reservation Boarding,boarding,177,77,,135
21046,1918,Wyoming,Shoshone Superintendency ,,Arapaho Day,day,21,15,,25
21047,1918,Wyoming,Shoshone Superintendency ,,St. Stephen's Contract Mission Boarding,boarding,77,66,,120
21048,1918,Wyoming,Shoshone Superintendency ,,Shoshone Mission Boarding,boarding,16,15,,20
21049,1918,Wyoming,Shoshone Superintendency ,,St. Michael's Contract Mission Boarding,boarding,74,71,,100
21050,1919,Arizona,Camp Verde Superintendency,,Camp Verde Day ,day,25,19,,30
21051,1919,Arizona,Camp Verde Superintendency,,Clarksdale Day ,day,39,27,,30
21052,1919,Arizona,,,Colorado River Reservation Boarding,boarding,99,56,,80
21053,1919,Arizona,Fort Apache Superintendency ,,Fort Apache Reservation Boarding,boarding,255,189,,300
21054,1919,Arizona,Fort Apache Superintendency ,,Canon Day,day,33,29,,42
21055,1919,Arizona,Fort Apache Superintendency ,,Cibecue Day,day,36,21,,50
21056,1919,Arizona,Fort Apache Superintendency ,,East Fork Day,day,38,31,,40
21057,1919,Arizona,Fort Apache Superintendency ,,Cibecue Mission Day,day,41,38,,20
21058,1919,Arizona,Fort Apache Superintendency ,,East Fork Mission Day,day,42,31,,20
21059,1919,Arizona,,,Fort Mohave (nonreservation) Boarding,boarding,158,138,,200
21060,1919,Arizona,,,Havasupai Day ,day,29,25,,35
21061,1919,Arizona,,,Kaibab Day ,day,17,12,,22
21062,1919,Arizona,Leupp Superintendency ,,Leupp Reservation Boarding,boarding,97,60,,163
21063,1919,Arizona,Leupp Superintendency ,,Tolchaco Mission Boarding,boarding,9,9,,20
21064,1919,Arizona,Moqui Superintendency ,,Chimopovy Day,day,42,40,,50
21065,1919,Arizona,Moqui Superintendency ,,Hotevi le Bicabi Day,day,129,117,,72
21066,1919,Arizona,Moqui Superintendency ,,Oraibi Day,day,67,58,,80
21067,1919,Arizona,Moqui Superintendency ,,Polacca Day ,day,143,117,,100
21068,1919,Arizona,Moqui Superintendency ,,Second Mesa Day,day,75,72,,72
21069,1919,Arizona,Navajo Superintendency ,,Navajo Reservation Boarding,boarding,314,214,,350
21070,1919,Arizona,Navajo Superintendency ,,Chin Lee Reservation Boarding,boarding,160,94,,166
21071,1919,Arizona,Navajo Superintendency ,,Tohatchi Reservation Boarding,boarding,42,19,,250
21072,1919,Arizona,Navajo Superintendency ,,Cornfields Day,day,22,13,,25
21073,1919,Arizona,Navajo Superintendency ,,Luki Chuki Day,day,24,10,,60
21074,1919,Arizona,Navajo Superintendency ,,Ganado Mission Day,day,48,44,,35
21075,1919,Arizona,Navajo Superintendency ,,Rehoboth Mission Boarding,boarding,87,65,,40
21076,1919,Arizona,Navajo Superintendency ,,St. Michael's Mission Boarding,boarding,245,195,,150
21077,1919,Arizona,,,Phoenix (nonreservation) Boarding,boarding,839,523,,700
21078,1919,Arizona,Pima Superintendency ,,Pima Reservation Boarding,boarding,278,167,,218
21079,1919,Arizona,Pima Superintendency ,,Blackwater Day,day,35,23,,36
21080,1919,Arizona,Pima Superintendency ,,Casa Blanca Day,day,46,31,,40
21081,1919,Arizona,Pima Superintendency ,,Chiu Chuischu Day,day,22,20,,40
21082,1919,Arizona,Pima Superintendency ,,Cocklebur Day,day,18,14,,40
21083,1919,Arizona,Pima Superintendency ,,Gila Bend Day,day,29,10,,30
21084,1919,Arizona,Pima Superintendency ,,Gila Crossing Day,day,22,15,,40
21085,1919,Arizona,Pima Superintendency ,,Maricopa Day,day,40,32,,40
21086,1919,Arizona,Pima Superintendency ,,Quajote Day,day,31,14,,40
21087,1919,Arizona,Pima Superintendency ,,Santan Day,day,47,25,,40
21088,1919,Arizona,Pima Superintendency ,,St. John's Mission Boarding,boarding,300,289,,235
21089,1919,Arizona,Pima Superintendency ,,St. Ann's (Guadalupe) Mission Day,day,24,10,,35
21090,1919,Arizona,Salt River Superintendency ,,Camp McDowell Day,day,,,,40
21091,1919,Arizona,Salt River Superintendency ,,Lehi Day,day,32,20,,30
21092,1919,Arizona,Salt River Superintendency ,,Salt River Day,day,63,53,,88
21093,1919,Arizona,San Carlos Superintendency ,,Bylas Day,day,53,44,,40
21094,1919,Arizona,San Carlos Superintendency ,,Rice Station Reservation Boarding,boarding,263,148,,216
21095,1919,Arizona,San Carlos Superintendency ,,San Carlos Day,day,118,89,,100
21096,1919,Arizona,San Carlos Superintendency ,,Rice Mission Day,day,35,25,,25
21097,1919,Arizona,Sells Superintendency ,,San Xavier Day,day,122,89,,155
21098,1919,Arizona,Sells Superintendency ,,Santa Rosa Day,day,11,7,,30
21099,1919,Arizona,Sells Superintendency ,,Sells Day,day,23,11,,30
21100,1919,Arizona,Sells Superintendency ,,Tucson Day,day,36,16,,35
21101,1919,Arizona,Sells Superintendency ,,Vamori Day,day,35,18,,40
21102,1919,Arizona,Sells Superintendency ,,Lourdes Mission Day,day,21,21,,30
21103,1919,Arizona,Sells Superintendency ,,St. Anthony's Mission Day,day,32,24,,30
21104,1919,Arizona,Sells Superintendency ,,San Miguel Mission Day,day,21,21,,20
21105,1919,Arizona,Sells Superintendency ,,San Salano Mission Day,day,29,27,,20
21106,1919,Arizona,Sells Superintendency ,,Tucson Mission Boarding,boarding,133,129,,130
21107,1919,Arizona,,,Truxton Canon Reservation Boarding,boarding,60,,,140
21108,1919,Arizona,Western Navajo Superintendency ,,Western Navajo Reservation Boarding,boarding,164,115,,308
21109,1919,Arizona,Western Navajo Superintendency ,,Marsh Pass Reservation Boarding,boarding,,,,30
21110,1919,Arizona,Western Navajo Superintendency ,,Moencopi Day,day,49,41,,35
21111,1919,California,Bishop Superintendency ,,Bishop Day,day,34,22,,60
21112,1919,California,Bishop Superintendency ,,Big Pine Day,day,20,15,,30
21113,1919,California,Bishop Superintendency ,,Independence Day,day,12,8,,20
21114,1919,California,Bishop Superintendency ,,Pine Creek Day,day,15,11,,30
21115,1919,California,,,Campo Day,day,16,13,,30
21116,1919,California,,,Fort Bidwell (nonreservation) Boarding,boarding,82,54,,98
